ID CHIRURGIE;DATE CHIRURGIE;HEURE_DEBUT CHIRURGIE;HEURE_FIN CHIRURGIE;SALLE;CHIRURGIEN
3081;02/05/2016;16:23:00;18:29:00;BLOC-U6;MIRANDA BAILEY
3082;09/06/2015;08:00:00;10:27:00;BLOC-E1;GREGORY HOUSE
3083;05/12/2014;15:55:00;17:46:00;BLOC-E1;LAWRENCE KUTNER
3084;04/03/2016;12:00:00;14:32:00;BLOC-E1;MIRANDA BAILEY
3085;17/04/2016;11:06:00;12:50:00;BLOC-U6;OWEN HUNT
3086;05/09/2014;15:27:00;16:10:00;BLOC-E3;ROBERT CHASE
3087;22/10/2016;21:25:00;21:49:00;BLOC-U6;OWEN HUNT
3088;27/04/2016;11:58:00;15:45:00;BLOC-E1;OWEN HUNT
3089;31/12/2014;14:40:00;17:31:00;BLOC-U6;LAWRENCE KUTNER
3090;04/05/2016;13:35:00;15:41:00;BLOC-E1;GREGORY HOUSE
3091;24/04/2014;11:35:00;12:10:00;BLOC-E3;ROBERT CHASE
3092;13/06/2015;15:00:00;17:31:00;BLOC-U6;RICHARD WEBBER
3093;30/11/2015;10:45:00;12:20:00;BLOC-U9;GREGORY HOUSE
3094;19/04/2015;09:45:00;11:54:00;BLOC-U6;MEREDITH GREY
3095;24/06/2015;10:10:00;10:40:00;BLOC-E2;GREGORY HOUSE
3096;30/03/2016;08:00:00;10:37:00;BLOC-E1;GREGORY HOUSE
3097;28/09/2015;15:56:00;17:16:00;BLOC-E2;ERIC FOREMAN
3098;07/04/2015;21:25:00;22:34:00;BLOC-U6;MEREDITH GREY
3099;08/08/2016;13:38:00;16:46:00;BLOC-U6;RICHARD WEBBER
3101;14/06/2016;12:20:00;18:56:00;BLOC-U7;LAWRENCE KUTNER
3102;08/04/2014;08:00:00;10:22:00;BLOC-E2;JAMES WILSON
3104;06/05/2015;11:00:00;12:23:00;BLOC-E2;GREGORY HOUSE
3105;24/07/2015;14:26:00;15:48:00;BLOC-E1;GREGORY HOUSE
3106;11/10/2014;19:05:00;20:30:00;BLOC-U7;JAMES WILSON
3110;27/03/2015;08:30:00;14:55:00;BLOC-U6;LAWRENCE KUTNER
3111;20/08/2016;15:15:00;16:10:00;BLOC-U6;OWEN HUNT
3112;23/04/2014;11:39:00;12:18:00;BLOC-E2;GREGORY HOUSE
3113;08/11/2016;11:30:00;12:48:00;BLOC-E1;GREGORY HOUSE
3114;23/06/2016;14:30:00;17:19:00;BLOC-E2;ALEX KAREV
3115;20/09/2016;14:22:00;16:13:00;BLOC-E1;ALEX KAREV
3116;13/05/2015;14:20:00;15:41:00;BLOC-E1;ERIC FOREMAN
3117;18/04/2016;14:40:00;16:18:00;BLOC-E1;ALEX KAREV
3118;27/06/2016;12:00:00;13:02:00;BLOC-E3;MEREDITH GREY
3119;25/03/2015;08:00:00;11:54:00;BLOC-E1;GREGORY HOUSE
3121;26/02/2016;11:41:00;12:25:00;BLOC-E3;MIRANDA BAILEY
3122;25/07/2015;14:31:00;16:46:00;BLOC-U6;RICHARD WEBBER
3123;05/03/2016;20:30:00;22:11:00;BLOC-U6;RICHARD WEBBER
3124;18/08/2016;10:50:00;12:35:00;BLOC-E1;ALEX KAREV
3125;25/02/2015;17:10:00;17:20:00;BLOC-E1;MEREDITH GREY
3126;03/06/2014;13:53:00;14:26:00;BLOC-E2;JAMES WILSON
3127;07/03/2016;12:30:00;13:54:00;BLOC-E3;RICHARD WEBBER
3128;15/01/2015;10:45:00;12:25:00;BLOC-E1;CHRIS TAUB
3129;10/03/2015;14:18:00;16:21:00;BLOC-E1;LAWRENCE KUTNER
3130;03/01/2016;10:20:00;11:04:00;BLOC-U6;MEREDITH GREY
3131;04/08/2015;08:00:00;09:37:00;BLOC-E2;LISA CUDDY
3132;01/03/2016;12:27:00;13:47:00;BLOC-E1;GREGORY HOUSE
3133;21/01/2016;12:30:00;13:22:00;BLOC-U6;PRESTON BURKE
3134;22/01/2016;13:08:00;14:14:00;BLOC-E1;GREGORY HOUSE
3135;26/06/2015;12:40:00;14:25:00;BLOC-E2;JAMES WILSON
3136;13/07/2016;22:00:00;22:22:00;BLOC-U6;RICHARD WEBBER
3137;04/09/2014;11:05:00;13:06:00;BLOC-E1;ERIC FOREMAN
3138;08/03/2014;22:51:00;23:37:00;BLOC-U7;LISA CUDDY
3139;18/03/2015;12:15:00;12:44:00;BLOC-E1;GREGORY HOUSE
3140;12/04/2016;11:53:00;12:54:00;BLOC-U6;DEREK SHEPHERD
3141;10/08/2016;19:58:00;21:28:00;BLOC-U6;RICHARD WEBBER
3142;15/04/2015;12:14:00;13:57:00;BLOC-E2;MEREDITH GREY
3143;23/05/2014;22:10:00;23:25:00;BLOC-U6;LISA CUDDY
3144;19/11/2016;11:45:00;13:18:00;BLOC-U6;CHRIS TAUB
3145;07/04/2014;07:54:00;10:17:00;BLOC-E2;GREGORY HOUSE
3146;25/03/2014;14:00:00;15:24:00;BLOC-E2;JAMES WILSON
3148;23/02/2015;13:00:00;14:20:00;BLOC-E1;ERIC FOREMAN
3149;27/01/2014;22:30:00;23:35:00;BLOC-U7;LAWRENCE KUTNER
3150;01/12/2014;11:20:00;13:14:00;BLOC-E3;ROBERT CHASE
3151;03/05/2016;15:54:00;18:56:00;BLOC-U6;RICHARD WEBBER
3152;28/06/2014;16:45:00;19:39:00;BLOC-U6;LAWRENCE KUTNER
3153;26/08/2015;16:08:00;16:41:00;BLOC-U6;MEREDITH GREY
3154;12/10/2016;13:21:00;14:35:00;BLOC-E1;OWEN HUNT
3155;27/10/2016;10:00:00;11:01:00;BLOC-E1;PRESTON BURKE
3156;03/01/2014;16:00:00;16:43:00;BLOC-E2;LAWRENCE KUTNER
3157;04/12/2014;10:12:00;10:57:00;BLOC-E1;ROBERT CHASE
3158;10/02/2014;10:53:00;12:24:00;BLOC-E2;GREGORY HOUSE
3159;21/09/2015;12:40:00;13:50:00;BLOC-E1;ERIC FOREMAN
3160;07/03/2014;13:45:00;15:06:00;BLOC-E1;GREGORY HOUSE
3161;13/01/2016;10:30:00;11:57:00;BLOC-E2;ALEX KAREV
3162;25/03/2014;16:45:00;17:11:00;BLOC-E1;JAMES WILSON
3163;05/05/2014;22:45:00;00:55:00;BLOC-U7;REMY HADLEY
3165;14/06/2016;10:58:00;12:35:00;BLOC-E1;GREGORY HOUSE
3166;09/04/2015;15:17:00;16:21:00;BLOC-E1;ERIC FOREMAN
3167;24/05/2016;13:31:00;13:57:00;BLOC-U6;PRESTON BURKE
3168;10/02/2015;13:14:00;14:22:00;BLOC-E1;JAMES WILSON
3169;09/10/2015;10:05:00;10:58:00;BLOC-E3;LISA CUDDY
3170;02/03/2015;10:50:00;14:06:00;BLOC-E2;GREGORY HOUSE
3171;08/11/2014;10:38:00;12:51:00;BLOC-U6;GREGORY HOUSE
3172;14/04/2015;15:00:00;16:23:00;BLOC-U5;MEREDITH GREY
3173;29/09/2016;12:45:00;13:20:00;BLOC-U6;PRESTON BURKE
3174;22/07/2014;12:50:00;13:52:00;BLOC-E1;JAMES WILSON
3175;13/02/2015;13:21:00;14:21:00;BLOC-E2;JAMES WILSON
3176;21/10/2014;15:15:00;16:40:00;BLOC-U6;LAWRENCE KUTNER
3177;26/01/2015;15:09:00;17:10:00;BLOC-E1;ROBERT CHASE
3178;31/08/2014;12:45:00;13:20:00;BLOC-U6;LAWRENCE KUTNER
3179;31/07/2015;08:37:00;11:54:00;BLOC-U6;LISA CUDDY
3180;08/07/2016;08:00:00;09:34:00;BLOC-E2;DEREK SHEPHERD
3181;25/06/2015;12:35:00;14:00:00;BLOC-E3;ERIC FOREMAN
3182;23/07/2015;13:12:00;15:15:00;BLOC-E3;CHRIS TAUB
3183;23/03/2015;08:00:00;10:16:00;BLOC-E1;GREGORY HOUSE
3184;16/07/2016;14:43:00;15:22:00;BLOC-U6;MEREDITH GREY
3185;06/01/2016;14:20:00;15:23:00;BLOC-E2;ALEX KAREV
3186;28/02/2014;12:00:00;14:19:00;BLOC-E1;GREGORY HOUSE
3187;06/06/2016;08:35:00;10:16:00;BLOC-U6;PRESTON BURKE
3188;07/03/2015;16:12:00;17:50:00;BLOC-U6;REMY HADLEY
3189;10/03/2016;14:11:00;16:23:00;BLOC-E1;ALEX KAREV
3190;03/11/2016;08:00:00;10:21:00;BLOC-E3;GREGORY HOUSE
3191;25/01/2016;08:00:00;09:35:00;BLOC-E3;PRESTON BURKE
3192;30/03/2016;11:54:00;13:08:00;BLOC-E1;GREGORY HOUSE
3193;04/06/2014;12:20:00;13:45:00;BLOC-E1;ERIC FOREMAN
3194;14/12/2015;08:00:00;10:53:00;BLOC-E2;ALEX KAREV
3195;07/09/2015;08:00:00;10:06:00;BLOC-E2;GREGORY HOUSE
3198;22/03/2015;15:39:00;18:03:00;BLOC-U6;CHRIS TAUB
3199;10/07/2014;11:35:00;12:32:00;BLOC-E1;ERIC FOREMAN
3200;23/01/2015;14:30:00;18:20:00;BLOC-E1;LAWRENCE KUTNER
3204;17/09/2014;16:12:00;16:50:00;BLOC-E3;LAWRENCE KUTNER
3206;06/06/2016;13:05:00;16:26:00;BLOC-E2;ALEX KAREV
3207;16/08/2015;10:20:00;11:31:00;BLOC-U6;LISA CUDDY
3208;14/04/2015;08:40:00;11:21:00;BLOC-U6;MEREDITH GREY
3209;09/11/2015;13:28:00;15:37:00;BLOC-E3;MEREDITH GREY
3211;31/07/2015;15:04:00;17:52:00;BLOC-U6;LISA CUDDY
3212;27/08/2015;13:50:00;15:07:00;BLOC-E1;LISA CUDDY
3213;15/10/2015;08:00:00;11:11:00;BLOC-E2;LISA CUDDY
3215;07/01/2014;08:00:00;10:22:00;BLOC-E1;GREGORY HOUSE
3217;27/10/2016;11:33:00;14:45:00;BLOC-E1;PRESTON BURKE
3218;19/06/2014;15:10:00;16:34:00;BLOC-E2;GREGORY HOUSE
3219;17/12/2014;11:16:00;14:24:00;BLOC-E2;GREGORY HOUSE
3220;28/12/2014;00:05:00;00:37:00;BLOC-U6;MEREDITH GREY
3221;29/09/2016;08:00:00;09:51:00;BLOC-E3;CHRIS TAUB
3223;14/01/2015;15:38:00;17:13:00;BLOC-E1;GREGORY HOUSE
3224;22/05/2015;10:30:00;11:14:00;BLOC-U6;LISA CUDDY
3225;06/07/2015;09:15:00;09:54:00;BLOC-E2;LISA CUDDY
3226;16/03/2016;08:00:00;13:02:00;BLOC-E2;ALEX KAREV
3227;10/07/2015;10:11:00;11:48:00;BLOC-E1;JAMES WILSON
3228;09/07/2014;14:00:00;15:28:00;BLOC-E1;GREGORY HOUSE
3229;23/01/2014;00:45:00;01:25:00;BLOC-U7;MIRANDA BAILEY
3230;03/05/2016;10:58:00;13:11:00;BLOC-U6;PRESTON BURKE
3231;21/01/2014;14:15:00;16:27:00;BLOC-E3;ROBERT CHASE
3232;13/11/2014;11:30:00;14:05:00;BLOC-U6;MEREDITH GREY
3233;11/09/2015;23:35:00;01:16:00;BLOC-U6;MEREDITH GREY
3235;11/07/2016;15:35:00;16:39:00;BLOC-E2;MEREDITH GREY
3238;27/04/2015;21:43:00;23:17:00;BLOC-U6;LISA CUDDY
3243;16/09/2014;18:48:00;22:15:00;BLOC-U6;JAMES WILSON
3244;07/11/2014;08:30:00;09:10:00;BLOC-E3;JAMES WILSON
3247;04/05/2015;23:15:00;00:25:00;BLOC-U6;MEREDITH GREY
3248;06/07/2016;15:00:00;16:23:00;BLOC-E1;PRESTON BURKE
3249;15/07/2016;08:00:00;13:46:00;BLOC-E1;GREGORY HOUSE
3250;03/04/2014;12:53:00;16:38:00;BLOC-E1;ERIC FOREMAN
3252;08/07/2015;15:51:00;17:03:00;BLOC-E1;GREGORY HOUSE
3253;28/06/2016;12:17:00;14:14:00;BLOC-U6;LAWRENCE KUTNER
3254;24/08/2016;10:15:00;10:50:00;BLOC-E2;DEREK SHEPHERD
3255;11/05/2016;12:04:00;13:30:00;BLOC-E1;ALEX KAREV
3256;09/11/2014;10:43:00;12:57:00;BLOC-U6;LAWRENCE KUTNER
3257;10/02/2014;08:00:00;08:52:00;BLOC-E3;ERIC FOREMAN
3258;13/10/2014;08:00:00;09:08:00;BLOC-E1;ERIC FOREMAN
3259;06/06/2016;14:00:00;16:05:00;BLOC-E1;RICHARD WEBBER
3260;17/11/2014;21:20:00;23:29:00;BLOC-U6;LAWRENCE KUTNER
3262;06/03/2014;10:05:00;10:46:00;BLOC-E3;CHRIS TAUB
3263;04/11/2014;13:51:00;14:20:00;BLOC-U6;MEREDITH GREY
3264;01/07/2015;08:00:00;09:55:00;BLOC-E3;JAMES WILSON
3265;05/04/2016;15:00:00;16:07:00;BLOC-E1;DEREK SHEPHERD
3266;16/06/2016;08:40:00;10:44:00;BLOC-E2;ALEX KAREV
3267;22/10/2014;12:26:00;14:28:00;BLOC-E2;GREGORY HOUSE
3268;02/06/2014;08:00:00;10:20:00;BLOC-E1;ERIC FOREMAN
3269;29/01/2014;11:44:00;15:46:00;BLOC-E3;JAMES WILSON
3271;08/07/2016;13:26:00;14:20:00;BLOC-E1;PRESTON BURKE
3272;21/07/2016;08:00:00;12:05:00;BLOC-E1;PRESTON BURKE
3273;24/07/2016;13:32:00;14:08:00;BLOC-U6;MEREDITH GREY
3274;04/03/2015;09:15:00;10:23:00;BLOC-U6;LAWRENCE KUTNER
3275;20/09/2016;15:52:00;16:57:00;BLOC-U5;PRESTON BURKE
3276;08/11/2016;20:00:00;22:01:00;BLOC-U6;KATHERINE HEIGL
3277;08/12/2014;09:28:00;09:51:00;BLOC-E3;ROBERT CHASE
3278;24/04/2014;08:00:00;10:26:00;BLOC-E1;ERIC FOREMAN
3279;13/05/2015;10:55:00;12:14:00;BLOC-E1;ERIC FOREMAN
3280;03/11/2016;14:14:00;00:00:00;BLOC-E3;CHRIS TAUB
3281;19/07/2016;20:12:00;21:27:00;BLOC-U6;PRESTON BURKE
3282;16/02/2015;16:24:00;20:29:00;BLOC-U6;MEREDITH GREY
3283;11/05/2016;08:00:00;10:30:00;BLOC-E2;GREGORY HOUSE
3284;17/06/2014;15:00:00;16:28:00;BLOC-E2;JAMES WILSON
3285;03/04/2016;13:05:00;14:24:00;BLOC-U6;MEREDITH GREY
3286;13/05/2014;10:00:00;11:11:00;BLOC-E3;LISA CUDDY
3287;25/10/2016;15:05:00;16:07:00;BLOC-E2;OWEN HUNT
3288;18/11/2016;12:38:00;14:02:00;BLOC-E1;GREGORY HOUSE
3289;16/07/2014;14:45:00;16:12:00;BLOC-E1;GREGORY HOUSE
3290;09/11/2016;12:07:00;13:25:00;BLOC-E1;GREGORY HOUSE
3291;26/09/2014;12:14:00;13:15:00;BLOC-E2;JAMES WILSON
3294;20/12/2015;16:27:00;18:48:00;BLOC-U6;PRESTON BURKE
3296;01/04/2014;23:40:00;01:35:00;BLOC-U7;JAMES WILSON
3297;21/03/2016;14:35:00;16:35:00;BLOC-E3;RICHARD WEBBER
3298;23/03/2016;08:40:00;10:31:00;BLOC-E2;ALEX KAREV
3299;01/09/2014;08:00:00;09:26:00;BLOC-E1;REMY HADLEY
3300;09/09/2014;20:03:00;21:38:00;BLOC-U6;MEREDITH GREY
3301;10/12/2014;16:00:00;17:11:00;BLOC-E2;GREGORY HOUSE
3302;02/03/2015;11:47:00;13:33:00;BLOC-E1;ERIC FOREMAN
3303;14/04/2014;08:00:00;12:30:00;BLOC-E3;REMY HADLEY
3304;08/06/2015;08:00:00;11:50:00;BLOC-E1;ERIC FOREMAN
3307;03/08/2016;08:00:00;10:08:00;BLOC-E2;ALEX KAREV
3308;11/03/2016;14:07:00;15:03:00;BLOC-U6;PRESTON BURKE
3309;01/03/2014;18:15:00;19:26:00;BLOC-U7;REMY HADLEY
3310;30/01/2014;14:41:00;17:05:00;BLOC-E3;ERIC FOREMAN
3311;10/12/2015;10:55:00;12:02:00;BLOC-E3;CHRIS TAUB
3312;28/04/2016;17:00:00;18:54:00;BLOC-U6;CHRIS TAUB
3313;16/06/2015;13:09:00;14:40:00;BLOC-E2;LISA CUDDY
3314;02/09/2016;09:30:00;11:50:00;BLOC-U6;RICHARD WEBBER
3315;02/09/2014;10:10:00;11:56:00;BLOC-E2;JAMES WILSON
3316;02/09/2014;08:00:00;10:14:00;BLOC-E1;GREGORY HOUSE
3317;06/01/2014;10:55:00;12:15:00;BLOC-E2;ERIC FOREMAN
3318;17/09/2014;08:00:00;10:15:00;BLOC-E1;ERIC FOREMAN
3319;17/01/2014;22:30:00;02:05:00;BLOC-U7;LAWRENCE KUTNER
3320;05/03/2014;08:00:00;09:35:00;BLOC-E2;ERIC FOREMAN
3322;24/02/2015;08:00:00;11:29:00;BLOC-E1;GREGORY HOUSE
3324;14/12/2015;15:36:00;18:46:00;BLOC-E2;ALEX KAREV
3328;25/09/2014;11:45:00;12:57:00;BLOC-E1;ERIC FOREMAN
3329;19/03/2015;10:55:00;11:35:00;BLOC-E3;CHRIS TAUB
3331;21/10/2014;13:15:00;15:20:00;BLOC-E2;ROBERT CHASE
3332;03/08/2015;14:45:00;18:44:00;BLOC-E1;ERIC FOREMAN
3333;21/10/2015;10:00:00;14:50:00;BLOC-E1;ERIC FOREMAN
3334;10/06/2015;08:00:00;10:40:00;BLOC-U7;GREGORY HOUSE
3335;21/07/2014;15:00:00;15:52:00;BLOC-E1;GREGORY HOUSE
3338;21/07/2014;08:00:00;12:36:00;BLOC-E1;GREGORY HOUSE
3339;16/10/2015;10:18:00;11:00:00;BLOC-E2;JAMES WILSON
3340;18/04/2014;14:57:00;16:54:00;BLOC-E2;REMY HADLEY
3341;28/10/2015;08:00:00;11:47:00;BLOC-E1;GREGORY HOUSE
3342;10/01/2015;11:05:00;12:11:00;BLOC-U6;LAWRENCE KUTNER
3343;31/10/2016;12:00:00;12:48:00;BLOC-E3;RICHARD WEBBER
3344;24/06/2015;10:30:00;11:18:00;BLOC-E1;ERIC FOREMAN
3345;30/06/2014;15:51:00;18:20:00;BLOC-E2;ROBERT CHASE
3346;03/11/2016;09:14:00;10:48:00;BLOC-E1;ALEX KAREV
3347;14/01/2015;08:00:00;10:10:00;BLOC-E2;ERIC FOREMAN
3348;23/04/2014;08:00:00;10:10:00;BLOC-E1;ERIC FOREMAN
3349;23/11/2016;12:36:00;14:03:00;BLOC-E2;GREGORY HOUSE
3350;15/01/2016;11:30:00;12:15:00;BLOC-E3;MIRANDA BAILEY
3351;04/11/2016;12:08:00;12:51:00;BLOC-U7;MIRANDA BAILEY
3352;28/05/2016;18:19:00;19:04:00;BLOC-U6;RICHARD WEBBER
3353;03/03/2014;15:40:00;18:01:00;BLOC-E3;ROBERT CHASE
3354;15/04/2016;12:44:00;14:18:00;BLOC-E2;OWEN HUNT
3357;08/07/2016;18:01:00;22:04:00;BLOC-U6;DEREK SHEPHERD
3358;03/11/2015;19:53:00;20:36:00;BLOC-U6;MEREDITH GREY
3359;14/08/2015;14:20:00;16:17:00;BLOC-E1;LISA CUDDY
3360;09/09/2016;14:21:00;16:34:00;BLOC-E1;MEREDITH GREY
3361;24/04/2014;21:22:00;22:40:00;BLOC-U7;LISA CUDDY
3362;19/04/2016;10:35:00;11:10:00;BLOC-E2;MIRANDA BAILEY
3363;20/05/2016;12:32:00;13:20:00;BLOC-E3;MIRANDA BAILEY
3364;03/01/2016;12:04:00;12:49:00;BLOC-U6;MEREDITH GREY
3365;10/03/2014;08:00:00;10:21:00;BLOC-E2;GREGORY HOUSE
3366;11/02/2014;14:42:00;15:28:00;BLOC-E2;LISA CUDDY
3367;20/01/2014;10:57:00;12:12:00;BLOC-E1;ERIC FOREMAN
3368;22/06/2014;14:16:00;21:10:00;BLOC-U6;ROBERT CHASE
3371;08/06/2015;13:39:00;16:00:00;BLOC-U6;MEREDITH GREY
3372;11/03/2015;08:00:00;10:27:00;BLOC-E1;GREGORY HOUSE
3373;30/04/2015;16:11:00;16:44:00;BLOC-E2;GREGORY HOUSE
3374;27/10/2014;11:58:00;13:03:00;BLOC-E1;GREGORY HOUSE
3375;20/03/2016;11:07:00;13:31:00;BLOC-U6;OWEN HUNT
3376;22/08/2014;13:16:00;14:16:00;BLOC-U7;LISA CUDDY
3377;15/04/2014;14:45:00;17:29:00;BLOC-E1;LISA CUDDY
3379;21/12/2014;11:05:00;13:15:00;BLOC-U6;LAWRENCE KUTNER
3380;14/11/2016;15:04:00;16:29:00;BLOC-E1;ALEX KAREV
3381;25/02/2015;18:17:00;21:16:00;BLOC-U6;RICHARD WEBBER
3382;27/01/2014;13:50:00;16:32:00;BLOC-E1;ERIC FOREMAN
3383;29/02/2016;10:58:00;12:07:00;BLOC-E1;GREGORY HOUSE
3384;11/07/2015;10:05:00;11:33:00;BLOC-U6;LISA CUDDY
3385;04/04/2014;14:20:00;17:02:00;BLOC-E3;REMY HADLEY
3386;22/05/2016;17:15:00;18:59:00;BLOC-U6;PRESTON BURKE
3387;30/03/2014;15:00:00;16:19:00;BLOC-U7;LISA CUDDY
3388;13/01/2016;14:30:00;16:14:00;BLOC-E2;ALEX KAREV
3389;23/10/2014;12:15:00;15:17:00;BLOC-E1;ERIC FOREMAN
3390;19/03/2014;08:00:00;09:23:00;BLOC-E3;LAWRENCE KUTNER
3391;09/07/2014;08:36:00;09:21:00;BLOC-E2;LAWRENCE KUTNER
3392;26/09/2014;10:22:00;11:50:00;BLOC-E2;JAMES WILSON
3393;05/01/2015;13:48:00;14:59:00;BLOC-E2;ERIC FOREMAN
3394;06/11/2016;14:20:00;16:03:00;BLOC-U6;DEREK SHEPHERD
3395;22/12/2015;18:28:00;20:25:00;BLOC-U6;DEREK SHEPHERD
3396;16/08/2014;19:45:00;20:10:00;BLOC-U7;LISA CUDDY
3397;11/01/2016;15:12:00;16:00:00;BLOC-E3;PRESTON BURKE
3398;19/12/2015;23:15:00;00:05:00;BLOC-U6;CHRIS TAUB
3399;06/04/2016;10:43:00;12:17:00;BLOC-E2;ALEX KAREV
3400;14/09/2016;13:23:00;14:34:00;BLOC-E2;ALEX KAREV
3401;16/06/2016;11:45:00;12:54:00;BLOC-E3;CHRIS TAUB
3402;19/01/2015;11:16:00;12:33:00;BLOC-E1;GREGORY HOUSE
3403;04/09/2014;10:39:00;11:30:00;BLOC-E3;CHRIS TAUB
3404;15/09/2015;20:00:00;22:16:00;BLOC-U6;JAMES WILSON
3405;16/01/2015;18:10:00;19:38:00;BLOC-U6;ROBERT CHASE
3406;02/02/2015;13:05:00;14:25:00;BLOC-U6;ROBERT CHASE
3407;21/11/2014;08:00:00;10:28:00;BLOC-E1;GREGORY HOUSE
3408;03/09/2014;15:35:00;16:15:00;BLOC-E3;LAWRENCE KUTNER
3409;05/01/2016;17:30:00;20:29:00;BLOC-U6;RICHARD WEBBER
3410;14/02/2016;11:16:00;13:07:00;BLOC-U6;PRESTON BURKE
3411;04/02/2015;12:55:00;16:23:00;BLOC-E2;GREGORY HOUSE
3412;18/03/2015;08:00:00;10:21:00;BLOC-E1;GREGORY HOUSE
3413;10/07/2014;08:00:00;11:21:00;BLOC-E2;REMY HADLEY
3414;08/05/2015;16:25:00;18:14:00;BLOC-U6;MEREDITH GREY
3415;15/04/2014;08:00:00;10:55:00;BLOC-E1;GREGORY HOUSE
3416;22/09/2015;12:00:00;12:35:00;BLOC-E3;JAMES WILSON
3417;28/08/2014;19:00:00;21:50:00;BLOC-U7;JAMES WILSON
3418;03/12/2014;14:42:00;15:51:00;BLOC-E2;GREGORY HOUSE
3419;06/11/2014;15:10:00;16:24:00;BLOC-E1;GREGORY HOUSE
3420;21/09/2016;14:08:00;17:04:00;BLOC-E1;GREGORY HOUSE
3421;02/06/2014;14:50:00;15:50:00;BLOC-E2;LISA CUDDY
3422;12/04/2016;08:00:00;11:41:00;BLOC-U7;GREGORY HOUSE
3423;22/07/2015;12:00:00;13:33:00;BLOC-E1;GREGORY HOUSE
3424;05/03/2015;08:00:00;10:23:00;BLOC-E2;ERIC FOREMAN
3425;28/05/2014;08:10:00;12:30:00;BLOC-E2;GREGORY HOUSE
3426;17/09/2014;10:55:00;14:21:00;BLOC-E2;GREGORY HOUSE
3427;05/02/2015;14:02:00;16:31:00;BLOC-E1;LAWRENCE KUTNER
3429;22/09/2014;08:00:00;11:29:00;BLOC-E2;ERIC FOREMAN
3430;30/04/2016;16:20:00;19:17:00;BLOC-U6;PRESTON BURKE
3431;11/04/2016;20:00:00;22:57:00;BLOC-U6;MEREDITH GREY
3432;15/08/2015;18:20:00;19:20:00;BLOC-U6;ROBERT CHASE
3434;05/03/2015;12:35:00;13:51:00;BLOC-E2;ERIC FOREMAN
3452;08/04/2014;19:45:00;21:30:00;BLOC-U7;LISA CUDDY
3454;20/03/2014;11:50:00;16:54:00;BLOC-E3;REMY HADLEY
3455;17/08/2014;13:05:00;14:12:00;BLOC-U7;REMY HADLEY
3456;21/10/2016;13:06:00;14:04:00;BLOC-E3;MIRANDA BAILEY
3457;16/10/2015;10:15:00;11:50:00;BLOC-E1;GREGORY HOUSE
3458;25/05/2016;08:46:00;09:45:00;BLOC-E2;ALEX KAREV
3459;05/02/2015;09:43:00;10:21:00;BLOC-E1;LAWRENCE KUTNER
3460;20/04/2016;13:50:00;15:00:00;BLOC-E1;GREGORY HOUSE
3461;29/04/2014;12:40:00;16:24:00;BLOC-E3;ROBERT CHASE
3462;13/04/2015;09:55:00;11:20:00;BLOC-E2;ROBERT CHASE
3463;10/10/2016;10:20:00;12:18:00;BLOC-E2;PRESTON BURKE
3464;25/11/2014;10:24:00;12:16:00;BLOC-E2;JAMES WILSON
3465;25/06/2015;08:40:00;09:23:00;BLOC-E3;CHRIS TAUB
3466;19/01/2015;12:59:00;14:10:00;BLOC-E1;GREGORY HOUSE
3467;12/05/2016;13:05:00;14:32:00;BLOC-E3;CHRIS TAUB
3470;15/11/2015;12:40:00;15:20:00;BLOC-U6;LAWRENCE KUTNER
3476;17/03/2016;10:55:00;13:28:00;BLOC-E1;ALEX KAREV
3477;15/12/2014;08:00:00;11:07:00;BLOC-E1;ERIC FOREMAN
3478;05/10/2015;08:00:00;10:04:00;BLOC-E1;ERIC FOREMAN
3480;11/05/2016;10:50:00;11:39:00;BLOC-E1;ALEX KAREV
3481;24/03/2016;17:08:00;20:06:00;BLOC-U6;RICHARD WEBBER
3482;26/04/2014;22:50:00;23:55:00;BLOC-U7;REMY HADLEY
3483;08/12/2014;13:20:00;15:06:00;BLOC-E3;ROBERT CHASE
3484;18/04/2014;09:45:00;10:04:00;BLOC-E3;LISA CUDDY
3485;23/03/2015;09:50:00;10:26:00;BLOC-E3;MEREDITH GREY
3487;02/09/2015;17:44:00;19:39:00;BLOC-U6;JAMES WILSON
3493;24/02/2014;08:00:00;10:10:00;BLOC-E2;GREGORY HOUSE
3494;26/04/2014;01:30:00;02:15:00;BLOC-U7;LAWRENCE KUTNER
3495;21/01/2016;13:50:00;15:12:00;BLOC-E1;ALEX KAREV
3496;26/09/2016;12:14:00;14:09:00;BLOC-E2;ALEX KAREV
3497;03/02/2014;13:00:00;16:16:00;BLOC-E1;ERIC FOREMAN
3498;07/01/2016;13:01:00;14:38:00;BLOC-E1;ALEX KAREV
3499;23/03/2016;16:30:00;17:05:00;BLOC-U6;MEREDITH GREY
3500;09/10/2014;13:30:00;15:32:00;BLOC-E1;ERIC FOREMAN
3501;16/06/2016;14:20:00;14:59:00;BLOC-U6;MEREDITH GREY
3502;06/09/2016;09:52:00;11:53:00;BLOC-U6;MEREDITH GREY
3503;13/11/2014;15:55:00;17:09:00;BLOC-U6;LAWRENCE KUTNER
3504;16/09/2014;11:21:00;12:50:00;BLOC-E3;REMY HADLEY
3505;18/12/2014;10:00:00;10:45:00;BLOC-E2;MEREDITH GREY
3506;07/02/2014;12:10:00;13:41:00;BLOC-E1;GREGORY HOUSE
